Title,Authors,Source_Title,Publication_Year,DOI,Notes,country,region,level_of_data_collection,collection_method,confience,location_of_data_extraction,time_for_time_series,SPECIES,growth_type,taxa,Environment,MIN,MAX,AVERAGE,UNITS,SYSTEM notes,system,mean_tonnes_ha_year,fishprint_taxa,cal_100_g,p_100_g
Increasing fish farm profitability through aquaculture best management practice training in Egypt,"Dickson, Malcolm; Nasr-Allah, Ahmed; Kenawy, Diaa; Kruijssen, Froukje",AQUACULTURE,2016,10.1016/j.aquaculture.2016.09.015,These are polycultures. 2 modes of production. Fair to include both? this is control,egypt,africa,farm,farm estimates,high,table 5,,catfish and carp,polyculture,fish,fw,,,0.04,tons/ha/year,ponds,ponds,0.04,,,
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,shrimp,polyculture,crustacean,fw,,,0.03153571,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0.03,shrimp,85,20.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,34,kg/ha/year,lakes,lakes,0.03,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,28,kg/ha/year,lakes,lakes,0.03,,,
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,mullets,polyculture,fish,fw,,,0.03367857,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0.03,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2011,scallop,monoculture,mollusc,sw,,,0.02450815,t/ha/year,bottom culture,on or off bottom,0.02450815,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2007,scallop,monoculture,mollusc,sw,,,0.02393273,t/ha/year,bottom culture,on or off bottom,0.02393273,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2003,scallop,monoculture,mollusc,sw,,,0.02069858,t/ha/year,bottom culture,on or off bottom,0.02069858,bivalves,69,12.1
Modelling the nitrogen loadings from large yellow croaker (Larimichthys crocea) cage aquaculture,"Cai, Huiwen; Ross, Lindsay G.; Telfer, Trevor C.; Wu, Changwen; Zhu, Aiyi; Zhao, Sheng; Xu, Meiying",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2016,10.1007/s11356-015-6015-0,"Model for N; they just report the performance of the farm. The fish farm began raising LYC in four 12-m-diameter circular offshore cages with a net depth of approximately 8 m in 2009; due to the good production (9.6 tonnage), they expanded to 18 cages (8 cages for commercial production) in 2012.",china,asia (not china),farm,farm estimates,mid,last sentence under study site,,Yellow croaker,monoculture,fish,sw,,,271.433605,tons/m2/year,pens,"cages, pens, or nets",0.02,misc_diad,104,17.8
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,18,kg/ha/year,lakes,lakes,0.02,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,16,kg/ha/year,lakes,lakes,0.02,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2011,scallop,monoculture,mollusc,sw,,,0.01752911,t/ha/year,bottom culture,on or off bottom,0.01752911,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2005,scallop,monoculture,mollusc,sw,,,0.01617076,t/ha/year,bottom culture,on or off bottom,0.01617076,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2002,scallop,monoculture,mollusc,sw,,,0.01164295,t/ha/year,bottom culture,on or off bottom,0.01164295,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2010,scallop,monoculture,mollusc,sw,,,0.01085714,t/ha/year,bottom culture,on or off bottom,0.01085714,bivalves,69,12.1
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,eels,polyculture,fish,fw,,,0.00521429,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0.01,misc_diad,184,18.4
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,seabream,polyculture,fish,sw,,,0.0145,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0.01,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2001,scallop,monoculture,mollusc,sw,,,0.00355757,t/ha/year,bottom culture,on or off bottom,0.00355757,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2012,scallop,monoculture,mollusc,sw,,,0.00226391,t/ha/year,bottom culture,on or off bottom,0.00226391,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2012,scallop,monoculture,mollusc,sw,,,0.00224845,t/ha/year,bottom culture,on or off bottom,0.00224845,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2012,scallop,monoculture,mollusc,sw,,,0.00182857,t/ha/year,bottom culture,on or off bottom,0.00182857,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2013,scallop,monoculture,mollusc,sw,,,0.00171429,t/ha/year,bottom culture,on or off bottom,0.00171429,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2013,scallop,monoculture,mollusc,sw,,,0.00168634,t/ha/year,bottom culture,on or off bottom,0.00168634,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2006,scallop,monoculture,mollusc,sw,,,0.00161708,t/ha/year,bottom culture,on or off bottom,0.00161708,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2001,scallop,monoculture,mollusc,sw,,,0.00157392,t/ha/year,bottom culture,on or off bottom,0.00157392,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2014,scallop,monoculture,mollusc,sw,,,0.00074286,t/ha/year,bottom culture,on or off bottom,0.00074286,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2014,scallop,monoculture,mollusc,sw,,,0.00073075,t/ha/year,bottom culture,on or off bottom,0.00073075,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2000,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2013,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2014,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2002,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2004,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2005,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2010,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2011,scallop,monoculture,mollusc,sw,,,0,t/ha/year,bottom culture,on or off bottom,0,bivalves,69,12.1
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,carp,polyculture,fish,fw,,,0.00035714,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0,oth_carp,127,17.8
Comparative life cycle assessment (LCA) of Tilapia in two production systems: semi-intensive and intensive,"Yacout, Dalia M. M.; Soliman, Naglaa F.; Yacout, M. M.",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,2016,10.1007/s11367-016-1061-5,They used case study farms,egypt,africa,farm,farm estimates,high,4th paragraph of the Life Cycle Inventory section,,tilapia,monoculture,fish,fw,,,0.00238095,tonnes/m2/year,intensive tanks,RAS or tanks,0,tilapia,96,20.1
Comparative life cycle assessment (LCA) of Tilapia in two production systems: semi-intensive and intensive,"Yacout, Dalia M. M.; Soliman, Naglaa F.; Yacout, M. M.",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,2016,10.1007/s11367-016-1061-5,They used case study farms,egypt,africa,farm,farm estimates,high,4th paragraph of the Life Cycle Inventory section,,tilapia,monoculture,fish,fw,0.00142857,0.00333333,0.00238095,tonnes/m2/year,semi intensive tanks,RAS or tanks,0,tilapia,96,20.1
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,meagre,polyculture,fish,fw,,,0.00207143,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0,,,
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,sole,polyculture,fish,fw,,,7.14E-05,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0,,,
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,spotte seabass,polyculture,fish,fw,,,3.57E-05,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0,,,
